-313.418938533	-313.213945211	-312.6005796	-311.5836531	-310.171080323	-308.373726483	-306.205201447	-303.681607623	-300.8212502	-297.644319153	-294.172552829	-290.428892909	-286.437140061	-282.221618791	-277.806858902	-273.217299699	-268.477021684	-263.609509109	-258.637445385	-253.582542132	-248.46540157	-243.305411019	-238.120667579	-232.927930521	-227.742598531	-222.578708793	-217.448954769	-212.364719635	-207.336122414	-202.372074084	-197.480341148	-192.667614428	-187.939581148	-183.300998603	-178.755768019	-174.307007442	-169.95712272	-165.707875857	-161.56045021	-157.515512123
-300.781466051	-300.584775931	-299.996254587	-299.020518692	-297.665162532	-295.940611577	-293.859924861	-291.438553072	-288.694060519	-285.645819999	-282.31469	-278.722683625	-274.892638172	-270.847893557	-266.611986657	-262.208367485	-257.660141749	-252.989843007	-248.219236363	-243.369154436	-238.459365316	-233.508471343	-228.533836834	-223.551542401	-218.576363126	-213.621767672	-208.699935359	-203.821788237	-198.997035366	-194.234226648	-189.540813827	-184.923216505	-180.386891307	-175.93640257	-171.575493217	-167.307154695	-163.133695086	-159.0568047	-155.077618626	-151.196775882
-288.531218772	-288.342577434	-287.778139104	-286.84233169	-285.542438972	-283.888460146	-281.892920293	-279.570638351	-276.938460448	-274.014967245	-270.82016433	-267.375164677	-263.701871739	-259.822671006	-255.760136854	-251.536760319	-247.174702181	-242.695574437	-238.120252021	-233.468715481	-228.759924342	-224.011720012	-219.240756479	-214.462456493	-209.690990636	-204.939276474	-200.218994935	-195.540621076	-190.913466554	-186.345731258	-181.844561819	-177.416114929	-173.06562368	-168.797465363	-164.615229447	-160.521784661	-156.519344318	-152.609529229	-148.793427695	-145.071652243
-276.660204731	-276.479363008	-275.938262149	-275.041147143	-273.795000873	-272.209409462	-270.296380565	-268.070120926	-265.546780728	-262.744173015	-259.68147688	-256.378933035	-252.857539993	-249.138758369	-245.244229832	-241.195516128	-237.013862363	-232.7199875	-228.33390386	-223.874766301	-219.360750808	-214.80896142	-210.235363782	-205.654743148	-201.080684314	-196.525570809	-192.000600598	-187.515815584	-183.080142321	-178.701441521	-174.386564149	-170.141412126	-165.971001929	-161.879529594	-157.870435888	-153.94647062	-150.109755267	-146.361843292	-142.703777659	-139.136145222
-265.160515299	-264.98722922	-264.468735837	-263.609102944	-262.415021937	-260.895678786	-259.062579906	-256.929338999	-254.511432068	-251.825928554	-248.891206907	-245.726662861	-242.352418296	-238.78903788	-235.057259753	-231.177745438	-227.170853007	-223.056436325	-218.853672084	-214.580915278	-210.255582862	-205.894064567	-201.511659231	-197.12253455	-192.739707859	-188.375045355	-184.039277146	-179.742025528	-175.491844002	-171.296264711	-167.161852202	-163.094261592	-159.098299522	-155.177986442	-151.336619069	-147.576832009	-143.900657779	-140.309584598	-136.804611512	-133.386300506
-254.024325186	-253.858355921	-253.361755403	-252.538419832	-251.394758332	-249.939569368	-248.183873958	-246.140711508	-243.824905153	-241.252804234	-238.442011866	-235.411105515	-232.179358139	-228.766466779	-225.192294604	-221.476631371	-217.638976158	-213.698345076	-209.673105601	-205.580838147	-201.438224631	-197.260963058	-193.063706532	-188.860024716	-184.662385417	-180.482153854	-176.329607068	-172.213961012	-168.143407923	-164.125161764	-160.165509715	-156.269867893	-152.442839734	-148.688275652	-145.009332868	-141.408534427	-137.887826696	-134.448634715	-131.091914999	-127.81820545
-243.243892439	-243.085006244	-242.609599201	-241.821401395	-240.726548697	-239.333464446	-237.652699771	-235.696738127	-233.479770636	-231.017449547	-228.326627407	-225.425089554	-222.331287143	-219.064077307	-215.642476194	-212.085429648	-208.411605191	-204.639207944	-200.78582202	-196.868277994	-192.90254623	-188.903655102	-184.885632612	-180.861469492	-176.843101579	-172.841409115	-168.866230551	-164.926388475	-161.029725403	-157.183147281	-153.392672784	-149.663486665	-145.999995644	-142.405885534	-138.884178513	-135.437289632	-132.067081858	-128.774919072	-125.561716615	-122.427989077
-232.811558441	-232.659526604	-232.204628702	-231.450434067	-230.402814142	-229.069829251	-227.461575808	-225.589999266	-223.468679146	-221.11259311	-218.537867375	-215.761520728	-212.801209058	-209.674976708	-206.40102016	-202.997468587	-199.482184813	-195.872589153	-192.18550765	-188.437045256	-184.642483757	-180.816203516	-176.971627619	-173.121186559	-169.276301383	-165.447383015	-161.643845475	-157.874130692	-154.145742752	-150.465289529	-146.838529863	-143.270424613	-139.765190138	-136.326352963	-132.956804582	-129.658855541	-126.434288101	-123.284406957	-120.210087606	-117.211822077
-222.719747911	-222.574346699	-222.139288495	-221.417987129	-220.416058244	-219.141211	-217.603101938	-215.813156071	-213.784361282	-211.531042664	-209.068623812	-206.413381986	-203.582203763	-200.592347231	-197.461215957	-194.206149105	-190.844231062	-187.392122957	-183.865917506	-180.281017724	-176.652039293	-172.99273572	-169.315944918	-165.63355543	-161.956490312	-158.294706493	-154.657207416	-151.052066774	-147.48646127	-143.966710437	-140.498321761	-137.086039515	-133.733895908	-130.445263378	-127.222907004	-124.069036235	-120.985355259	-117.973111519	-115.033141968	-112.165916813
-212.960968908	-212.821979509	-212.406106289	-211.716612708	-210.758867051	-209.540238902	-208.069959443	-206.358950426	-204.419627614	-202.265685071	-199.911866956	-197.37373347	-194.667427269	-191.809446129	-188.81642687	-185.704944716	-182.491331307	-179.19151364	-175.820875304	-172.394140538	-168.925280904	-165.427443741	-161.912901096	-158.393017448	-154.878234297	-151.378069558	-147.901129644	-144.455132168	-141.046937251	-137.6825856	-134.367341644	-131.105740214	-127.901635451	-124.758250787	-121.678229058	-118.663681951	-115.716238162	-112.837089767	-110.027036449	-107.286527311
